language,template_id,kind,label,source,op_a,op_b,op_c,ab_text,ba_text,abc_text,bca_text,cab_text,acb_text,cba_text,bac_text
zh,32,triple,NQT,工程师早上修复了错误。,N,Q,T,,,工程师早上拒绝修复错误将是真的吗？,工程师早上将修复错误是假的么？,工程师早上会拒绝修复错误吗？,工程师早上会拒绝修复错误吗？,工程师早上将修复错误是假的么？,工程师早上将修复错误是假的么？
zh,32,triple,NMT,工程师早上修复了错误。,N,M,T,,,工程师早上据称未能将修复错误。,工程师早上据称没有修复错误。,工程师早上据称没有修复错误。,工程师早上据称未能将修复错误。,工程师早上据称没有修复错误。,工程师早上据称未能将修复错误。
zh,32,triple,QMT,工程师早上修复了错误。,Q,M,T,,,工程师早上据称将修复错误是真的吗？,工程师早上会据称修复了错误吗？,工程师早上据称将修复错误是真的吗？,工程师早上据称将修复错误是真的吗？,工程师早上会据称修复了错误吗？,工程师早上据称修复了错误将是真的吗？
zh,33,pair,NQ_vs_QN,工程师早上确认了答案。,N,Q,,工程师早上未能确认答案吗？,工程师早上确认了答案是假的么？,,,,,,
zh,33,pair,NM_vs_MN,工程师早上确认了答案。,N,M,,工程师早上据称拒绝确认答案。,工程师早上据称拒绝确认答案。,,,,,,
zh,33,pair,NT_vs_TN,工程师早上确认了答案。,N,T,,工程师早上未能将确认答案。,工程师早上没有确认答案。,,,,,,
zh,33,pair,QM_vs_MQ,工程师早上确认了答案。,Q,M,,工程师早上据称确认了答案是真的吗？,工程师早上据称确认答案吗？,,,,,,
zh,33,pair,QT_vs_TQ,工程师早上确认了答案。,Q,T,,工程师早上确认了答案将是真的吗？,工程师早上会确认了答案吗？,,,,,,
zh,33,pair,MT_vs_TM,工程师早上确认了答案。,M,T,,工程师早上据称将确认答案。,工程师早上据称将确认答案。,,,,,,
zh,33,triple,NQM,工程师早上确认了答案。,N,Q,M,,,工程师早上据称拒绝确认答案是真的吗？,工程师早上据称确认了答案是假的么？,工程师早上未能确认答案吗？,工程师早上未能确认答案吗？,工程师早上据称确认了答案是假的么？,工程师早上据称确认了答案是假的么？
zh,33,triple,NQT,工程师早上确认了答案。,N,Q,T,,,工程师早上拒绝确认答案将是真的吗？,工程师早上将确认答案是假的么？,工程师早上会拒绝确认答案吗？,工程师早上会拒绝确认答案吗？,工程师早上将确认答案是假的么？,工程师早上将确认答案是假的么？
zh,33,triple,NMT,工程师早上确认了答案。,N,M,T,,,工程师早上据称未能将确认答案。,工程师早上据称没有确认答案。,工程师早上据称没有确认答案。,工程师早上据称未能将确认答案。,工程师早上据称没有确认答案。,工程师早上据称未能将确认答案。
zh,33,triple,QMT,工程师早上确认了答案。,Q,M,T,,,工程师早上据称将确认答案是真的吗？,工程师早上会据称确认了答案吗？,工程师早上据称将确认答案是真的吗？,工程师早上据称将确认答案是真的吗？,工程师早上会据称确认了答案吗？,工程师早上据称确认了答案将是真的吗？
zh,34,pair,NQ_vs_QN,经理在会议期间接受了解释。,N,Q,,经理在会议期间未能接受解释吗？,经理在会议期间接受了解释是假的么？,,,,,,
zh,34,pair,NM_vs_MN,经理在会议期间接受了解释。,N,M,,经理在会议期间显然拒绝接受解释。,经理在会议期间显然拒绝接受解释。,,,,,,
zh,34,pair,NT_vs_TN,经理在会议期间接受了解释。,N,T,,经理在会议期间未能计划接受解释。,经理在会议期间没有接受解释。,,,,,,
zh,34,pair,QM_vs_MQ,经理在会议期间接受了解释。,Q,M,,经理在会议期间显然接受了解释是真的吗？,经理在会议期间显然接受解释吗？,,,,,,
zh,34,pair,QT_vs_TQ,经理在会议期间接受了解释。,Q,T,,经理在会议期间接受了解释将是真的吗？,经理在会议期间会接受了解释吗？,,,,,,
zh,34,pair,MT_vs_TM,经理在会议期间接受了解释。,M,T,,经理在会议期间显然计划接受解释。,经理在会议期间显然计划接受解释。,,,,,,
zh,34,triple,NQM,经理在会议期间接受了解释。,N,Q,M,,,经理在会议期间显然拒绝接受解释是真的吗？,经理在会议期间显然接受了解释是假的么？,经理在会议期间未能接受解释吗？,经理在会议期间未能接受解释吗？,经理在会议期间显然接受了解释是假的么？,经理在会议期间显然接受了解释是假的么？
zh,34,triple,NQT,经理在会议期间接受了解释。,N,Q,T,,,经理在会议期间拒绝接受解释将是真的吗？,经理在会议期间计划接受解释是假的么？,经理在会议期间会拒绝接受解释吗？,经理在会议期间会拒绝接受解释吗？,经理在会议期间计划接受解释是假的么？,经理在会议期间计划接受解释是假的么？
zh,34,triple,NMT,经理在会议期间接受了解释。,N,M,T,,,经理在会议期间显然未能计划接受解释。,经理在会议期间显然没有接受解释。,经理在会议期间显然没有接受解释。,经理在会议期间显然未能计划接受解释。,经理在会议期间显然没有接受解释。,经理在会议期间显然未能计划接受解释。
zh,34,triple,QMT,经理在会议期间接受了解释。,Q,M,T,,,经理在会议期间显然计划接受解释是真的吗？,经理在会议期间会显然接受了解释吗？,经理在会议期间显然计划接受解释是真的吗？,经理在会议期间显然计划接受解释是真的吗？,经理在会议期间会显然接受了解释吗？,经理在会议期间显然接受了解释将是真的吗？
zh,35,pair,NQ_vs_QN,程序员早上批准了治疗。,N,Q,,程序员早上未能批准治疗吗？,程序员早上批准了治疗是假的么？,,,,,,
zh,35,pair,NM_vs_MN,程序员早上批准了治疗。,N,M,,程序员早上据报道没有批准治疗。,程序员早上据报道没有批准治疗。,,,,,,
zh,35,pair,NT_vs_TN,程序员早上批准了治疗。,N,T,,程序员早上未能计划批准治疗。,程序员早上没有批准治疗。,,,,,,
zh,35,pair,QM_vs_MQ,程序员早上批准了治疗。,Q,M,,程序员早上据报道批准了治疗是真的吗？,程序员早上据报道批准治疗吗？,,,,,,
zh,35,pair,QT_vs_TQ,程序员早上批准了治疗。,Q,T,,程序员早上批准了治疗将是真的吗？,程序员早上会批准了治疗吗？,,,,,,
zh,35,pair,MT_vs_TM,程序员早上批准了治疗。,M,T,,程序员早上据报道计划批准治疗。,程序员早上据报道计划批准治疗。,,,,,,
zh,35,triple,NQM,程序员早上批准了治疗。,N,Q,M,,,程序员早上据报道没有批准治疗是真的吗？,程序员早上据报道批准了治疗是假的么？,程序员早上未能批准治疗吗？,程序员早上未能批准治疗吗？,程序员早上据报道批准了治疗是假的么？,程序员早上据报道批准了治疗是假的么？
zh,35,triple,NQT,程序员早上批准了治疗。,N,Q,T,,,程序员早上没有批准治疗将是真的吗？,程序员早上计划批准治疗是假的么？,程序员早上会没有批准治疗吗？,程序员早上会没有批准治疗吗？,程序员早上计划批准治疗是假的么？,程序员早上计划批准治疗是假的么？
zh,35,triple,NMT,程序员早上批准了治疗。,N,M,T,,,程序员早上据报道未能计划批准治疗。,程序员早上据报道没有批准治疗。,程序员早上据报道没有批准治疗。,程序员早上据报道未能计划批准治疗。,程序员早上据报道没有批准治疗。,程序员早上据报道未能计划批准治疗。
zh,35,triple,QMT,程序员早上批准了治疗。,Q,M,T,,,程序员早上据报道计划批准治疗是真的吗？,程序员早上会据报道批准了治疗吗？,程序员早上据报道计划批准治疗是真的吗？,程序员早上据报道计划批准治疗是真的吗？,程序员早上会据报道批准了治疗吗？,程序员早上据报道批准了治疗将是真的吗？
zh,36,pair,NQ_vs_QN,程序员在审查之后批准了治疗。,N,Q,,程序员在审查之后未能批准治疗吗？,程序员在审查之后批准了治疗是假的么？,,,,,,
zh,36,pair,NM_vs_MN,程序员在审查之后批准了治疗。,N,M,,程序员在审查之后据称没有批准治疗。,程序员在审查之后据称没有批准治疗。,,,,,,
zh,36,pair,NT_vs_TN,程序员在审查之后批准了治疗。,N,T,,程序员在审查之后未能打算批准治疗。,程序员在审查之后没有批准治疗。,,,,,,
zh,36,pair,QM_vs_MQ,程序员在审查之后批准了治疗。,Q,M,,程序员在审查之后据称批准了治疗是真的吗？,程序员在审查之后据称批准治疗吗？,,,,,,
zh,36,pair,QT_vs_TQ,程序员在审查之后批准了治疗。,Q,T,,程序员在审查之后批准了治疗将是真的吗？,程序员在审查之后会批准了治疗吗？,,,,,,
zh,36,pair,MT_vs_TM,程序员在审查之后批准了治疗。,M,T,,程序员在审查之后据称打算批准治疗。,程序员在审查之后据称打算批准治疗。,,,,,,
zh,36,triple,NQM,程序员在审查之后批准了治疗。,N,Q,M,,,程序员在审查之后据称没有批准治疗是真的吗？,程序员在审查之后据称批准了治疗是假的么？,程序员在审查之后未能批准治疗吗？,程序员在审查之后未能批准治疗吗？,程序员在审查之后据称批准了治疗是假的么？,程序员在审查之后据称批准了治疗是假的么？
zh,36,triple,NQT,程序员在审查之后批准了治疗。,N,Q,T,,,程序员在审查之后没有批准治疗将是真的吗？,程序员在审查之后打算批准治疗是假的么？,程序员在审查之后会没有批准治疗吗？,程序员在审查之后会没有批准治疗吗？,程序员在审查之后打算批准治疗是假的么？,程序员在审查之后打算批准治疗是假的么？
zh,36,triple,NMT,程序员在审查之后批准了治疗。,N,M,T,,,程序员在审查之后据称未能打算批准治疗。,程序员在审查之后据称没有批准治疗。,程序员在审查之后据称没有批准治疗。,程序员在审查之后据称未能打算批准治疗。,程序员在审查之后据称没有批准治疗。,程序员在审查之后据称未能打算批准治疗。
zh,36,triple,QMT,程序员在审查之后批准了治疗。,Q,M,T,,,程序员在审查之后据称打算批准治疗是真的吗？,程序员在审查之后会据称批准了治疗吗？,程序员在审查之后据称打算批准治疗是真的吗？,程序员在审查之后据称打算批准治疗是真的吗？,程序员在审查之后会据称批准了治疗吗？,程序员在审查之后据称批准了治疗将是真的吗？
zh,37,pair,NQ_vs_QN,程序员在截止日期之前确认了答案。,N,Q,,程序员在截止日期之前未能确认答案吗？,程序员在截止日期之前确认了答案是假的么？,,,,,,
zh,37,pair,NM_vs_MN,程序员在截止日期之前确认了答案。,N,M,,程序员在截止日期之前显然未能确认答案。,程序员在截止日期之前显然未能确认答案。,,,,,,
zh,37,pair,NT_vs_TN,程序员在截止日期之前确认了答案。,N,T,,程序员在截止日期之前未能计划确认答案。,程序员在截止日期之前没有确认答案。,,,,,,
zh,37,pair,QM_vs_MQ,程序员在截止日期之前确认了答案。,Q,M,,程序员在截止日期之前显然确认了答案是真的吗？,程序员在截止日期之前显然确认答案吗？,,,,,,
