model,target_class,source_set,source_id,source,prompt_style,layer,control,gain,vector_class,prompt,generated,target_marker_hit,content_preserved,target_and_preserved,malformed_or_repetitive,generated_chars,target_best_prob,target_best_rank,target_top1_any
distilgpt2,ellipsis,application_naturalish_heldout,51,The committee approved the proposal.,neutral_restate,2,negative_target,1.0,ellipsis,"Restate the following sentence exactly.
Sentence: The committee approved the proposal.
Restatement:","The committee approved the proposal.
The committee approved the proposal.


The committee approved the proposal.",0.0,1.0,0.0,1.0,112.0,0.00012792283087037504,161.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,51,The committee approved the proposal.,neutral_same,-1,none,0.0,,"Same meaning, same wording:
The committee approved the proposal.
Output:","The committee approved the proposal.
Output:
The committee approved the proposal.
Output:
The committee approved",0.0,1.0,0.0,1.0,112.0,0.0015961946919560432,11.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,51,The committee approved the proposal.,neutral_same,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: The committee approved the proposal.
Restatement:","The committee approved the proposal.
Restatement: The committee approved the proposal.
Restatement: The committee",0.0,1.0,0.0,0.0,113.0,0.0002664698113221675,20.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,51,The committee approved the proposal.,neutral_same,-1,string_append_source,0.0,,<postprocess: append target marker to source>,The committee approved the proposal...,1.0,1.0,1.0,0.0,38.0,,,
distilgpt2,ellipsis,application_naturalish_heldout,51,The committee approved the proposal.,neutral_same,2,target,1.0,ellipsis,"Same meaning, same wording:
The committee approved the proposal.
Output:","The committee approved the proposal.
The committee approved the proposal...
...
...
...
...
...",1.0,1.0,1.0,1.0,95.0,0.7666426301002502,1.0,1.0
distilgpt2,ellipsis,application_naturalish_heldout,51,The committee approved the proposal.,neutral_same,2,wrong_marker,1.0,question,"Same meaning, same wording:
The committee approved the proposal.
Output:","The committee approved the proposal.
The committee approved the proposal.
The committee approved the proposal? Yes Yes Yes",0.0,1.0,0.0,0.0,122.0,0.003919461276382208,6.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,51,The committee approved the proposal.,neutral_same,2,random_norm,1.0,random_norm,"Same meaning, same wording:
The committee approved the proposal.
Output:",,0.0,0.0,0.0,1.0,0.0,0.0008079566177912056,148.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,51,The committee approved the proposal.,neutral_same,2,negative_target,1.0,ellipsis,"Same meaning, same wording:
The committee approved the proposal.
Output:",,0.0,0.0,0.0,1.0,0.0,0.00021126244973856956,424.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,52,A pediatric clinic opened near the railway station.,neutral_restate,-1,none,0.0,,"Restate the following sentence exactly.
Sentence: A pediatric clinic opened near the railway station.
Restatement:","A hospital opened near the railway station.
Restatement: A hospital opened near the railway station.
Restat",0.0,1.0,0.0,0.0,107.0,0.00013769335055258125,15.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,52,A pediatric clinic opened near the railway station.,neutral_restate,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: A pediatric clinic opened near the railway station.
Restatement:","A hospital opened near the railway station.
Restatement: A hospital opened near the railway station.
Restat",0.0,1.0,0.0,0.0,107.0,0.00013211130863055587,17.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,52,A pediatric clinic opened near the railway station.,neutral_restate,-1,string_append_source,0.0,,<postprocess: append target marker to source>,A pediatric clinic opened near the railway station...,1.0,1.0,1.0,0.0,53.0,,,
distilgpt2,ellipsis,application_naturalish_heldout,52,A pediatric clinic opened near the railway station.,neutral_restate,2,target,1.0,ellipsis,"Restate the following sentence exactly.
Sentence: A pediatric clinic opened near the railway station.
Restatement:","The following sentence is a sentence that is not a bit more than a bit...
...and...and...and...",1.0,0.0,0.0,0.0,95.0,0.6601525545120239,1.0,1.0
distilgpt2,ellipsis,application_naturalish_heldout,52,A pediatric clinic opened near the railway station.,neutral_restate,2,wrong_marker,1.0,question,"Restate the following sentence exactly.
Sentence: A pediatric clinic opened near the railway station.
Restatement:","A hospital was closed.
The following sentence is the following sentence:
No. No? No? No? No",0.0,0.0,0.0,1.0,91.0,0.009108580648899078,6.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,52,A pediatric clinic opened near the railway station.,neutral_restate,2,random_norm,1.0,random_norm,"Restate the following sentence exactly.
Sentence: A pediatric clinic opened near the railway station.
Restatement:","A hospital in the hospital.
Sentence: A hospital in the hospital.
Sentence: A hospital in the",0.0,0.0,0.0,1.0,93.0,0.0006999003817327321,12.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,52,A pediatric clinic opened near the railway station.,neutral_restate,2,negative_target,1.0,ellipsis,"Restate the following sentence exactly.
Sentence: A pediatric clinic opened near the railway station.
Restatement:",A hospital in the area of the hospital.,0.0,0.0,0.0,0.0,39.0,7.031951827229932e-05,1172.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,52,A pediatric clinic opened near the railway station.,neutral_same,-1,none,0.0,,"Same meaning, same wording:
A pediatric clinic opened near the railway station.
Output:","The station was closed for about a week.
The station was closed for about a week.
The station was",0.0,0.0,0.0,0.0,97.0,0.0010007640812546015,35.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,52,A pediatric clinic opened near the railway station.,neutral_same,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: A pediatric clinic opened near the railway station.
Restatement:","A hospital opened near the railway station.
Restatement: A hospital opened near the railway station.
Restat",0.0,1.0,0.0,0.0,107.0,0.00013211130863055587,17.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,52,A pediatric clinic opened near the railway station.,neutral_same,-1,string_append_source,0.0,,<postprocess: append target marker to source>,A pediatric clinic opened near the railway station...,1.0,1.0,1.0,0.0,53.0,,,
distilgpt2,ellipsis,application_naturalish_heldout,52,A pediatric clinic opened near the railway station.,neutral_same,2,target,1.0,ellipsis,"Same meaning, same wording:
A pediatric clinic opened near the railway station.
Output:",,0.0,0.0,0.0,1.0,0.0,0.2585488259792328,2.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,52,A pediatric clinic opened near the railway station.,neutral_same,2,wrong_marker,1.0,question,"Same meaning, same wording:
A pediatric clinic opened near the railway station.
Output:",,0.0,0.0,0.0,1.0,0.0,0.004774103872478008,11.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,52,A pediatric clinic opened near the railway station.,neutral_same,2,random_norm,1.0,random_norm,"Same meaning, same wording:
A pediatric clinic opened near the railway station.
Output:",,0.0,0.0,0.0,1.0,0.0,0.0011319961631670594,35.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,52,A pediatric clinic opened near the railway station.,neutral_same,2,negative_target,1.0,ellipsis,"Same meaning, same wording:
A pediatric clinic opened near the railway station.
Output:",,0.0,0.0,0.0,1.0,0.0,9.90512635326013e-05,528.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,53,The research team archived the calibration logs.,neutral_restate,-1,none,0.0,,"Restate the following sentence exactly.
Sentence: The research team archived the calibration logs.
Restatement:","The team was able to determine the accuracy of the calibration logs.
The calibration logs were then used to determine the accuracy",0.0,1.0,0.0,0.0,130.0,0.00010758476855698973,161.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,53,The research team archived the calibration logs.,neutral_restate,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: The research team archived the calibration logs.
Restatement:","The research team was able to determine the accuracy of the calibration logs.
The calibration logs were then used to determine the",0.0,1.0,0.0,0.0,130.0,0.00013444980140775442,145.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,53,The research team archived the calibration logs.,neutral_restate,-1,string_append_source,0.0,,<postprocess: append target marker to source>,The research team archived the calibration logs...,1.0,1.0,1.0,0.0,50.0,,,
distilgpt2,ellipsis,application_naturalish_heldout,53,The research team archived the calibration logs.,neutral_restate,2,target,1.0,ellipsis,"Restate the following sentence exactly.
Sentence: The research team archived the calibration logs.
Restatement:","The research team has been able to confirm that the calibration data is not accurate.
The following is a bit more...",1.0,1.0,1.0,0.0,116.0,0.4023604094982147,1.0,1.0
distilgpt2,ellipsis,application_naturalish_heldout,53,The research team archived the calibration logs.,neutral_restate,2,wrong_marker,1.0,question,"Restate the following sentence exactly.
Sentence: The research team archived the calibration logs.
Restatement:",The time of the time of the time of the time of the time of the time of the time of the time of,0.0,0.0,0.0,1.0,95.0,0.0015838367398828268,31.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,53,The research team archived the calibration logs.,neutral_restate,2,random_norm,1.0,random_norm,"Restate the following sentence exactly.
Sentence: The research team archived the calibration logs.
Restatement:","The calibration logs are the only recorded records of the record.
The following sentence or phrase or phrase is the source of",0.0,0.0,0.0,0.0,125.0,0.0002735488524194807,135.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,53,The research team archived the calibration logs.,neutral_restate,2,negative_target,1.0,ellipsis,"Restate the following sentence exactly.
Sentence: The research team archived the calibration logs.
Restatement:","The data was used to determine the accuracy of the data.


The data was used to determine the accuracy of",0.0,0.0,0.0,1.0,105.0,6.31135844741948e-05,620.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,53,The research team archived the calibration logs.,neutral_same,-1,none,0.0,,"Same meaning, same wording:
The research team archived the calibration logs.
Output:","The calibration logs.
The calibration logs.
The calibration logs.
The calibration logs.
The calibration logs",0.0,0.0,0.0,1.0,108.0,0.0008388665737584233,11.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,53,The research team archived the calibration logs.,neutral_same,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: The research team archived the calibration logs.
Restatement:","The research team was able to determine the accuracy of the calibration logs.
The calibration logs were then used to determine the",0.0,1.0,0.0,0.0,130.0,0.00013444980140775442,145.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,53,The research team archived the calibration logs.,neutral_same,-1,string_append_source,0.0,,<postprocess: append target marker to source>,The research team archived the calibration logs...,1.0,1.0,1.0,0.0,50.0,,,
distilgpt2,ellipsis,application_naturalish_heldout,53,The research team archived the calibration logs.,neutral_same,2,target,1.0,ellipsis,"Same meaning, same wording:
The research team archived the calibration logs.
Output:","The data is not available in the database.
The data is...
...
...
...
...",1.0,0.0,0.0,1.0,73.0,0.7081817984580994,1.0,1.0
distilgpt2,ellipsis,application_naturalish_heldout,53,The research team archived the calibration logs.,neutral_same,2,wrong_marker,1.0,question,"Same meaning, same wording:
The research team archived the calibration logs.
Output:","The results are not clear.
The results are not clear?
No.
No?
No?",0.0,0.0,0.0,1.0,65.0,0.015425283461809158,6.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,53,The research team archived the calibration logs.,neutral_same,2,random_norm,1.0,random_norm,"Same meaning, same wording:
The research team archived the calibration logs.
Output:","The data are now in the same format.
The data are now in the same format.
The data are",0.0,0.0,0.0,0.0,86.0,0.0015528934309259057,33.0,0.0
